Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,31,1989,0.2,1,0,1,0,0,0,0,,0,4,0,0.0,3,0,1,0,0,0,0,0,1,0,0
Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,eng Premier League,18,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Warren Tchimbembé\Warren-Tchimbembe,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,5.5,4,3,3,1,0,3,8,37.5,5,78,22,28.2,26,39,13,9,1,0,8,3,7,5,0
Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,fr Ligue 1,20,2000,34.0,142,97,57,66,19,40,94,42.6,54,656,240,36.6,227,328,101,54,12,0,42,64,206,70,0
Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,24,1996,1.2,5,3,0,3,2,2,3,66.7,1,15,5,33.3,4,9,2,2,0,0,2,0,5,6,0
Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,eng Premier League,21,1999,8.3,12,8,1,5,6,5,15,33.3,10,222,56,25.2,32,107,83,13,0,0,13,9,21,5,0
Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,eng Premier League,27,1992,7.7,12,6,10,2,0,5,14,35.7,9,68,22,32.4,38,20,10,11,1,0,10,12,24,27,0
Andrés Tello\Andres-Tello,co COL,DFMF,Benevento,it Serie A,23,1996,4.6,11,8,8,3,0,4,20,20.0,16,93,32,34.4,44,32,17,11,1,0,10,7,18,9,0
Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,es La Liga,28,1991,14.3,13,9,4,7,2,5,27,18.5,22,192,46,24.0,33,99,60,21,0,0,21,8,21,3,0
Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,de Bundesliga,21,1999,3.0,5,3,2,3,0,0,2,0.0,2,63,16,25.4,24,36,3,8,1,0,7,0,5,7,0
Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,23,1997,3.9,4,3,3,1,0,3,5,60.0,2,44,18,40.9,18,18,8,7,1,0,6,0,4,5,0
Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,28,1992,31.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,3,1
Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,30,1990,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Martin Terrier\Martin-Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,23,1997,27.1,34,24,7,15,12,7,28,25.0,21,518,139,26.8,51,214,253,35,1,0,34,18,52,10,0
Claudio Terzi\Claudio-Terzi,it ITA,DF,Spezia,it Serie A,36,1984,20.8,34,14,21,12,1,17,28,60.7,11,201,74,36.8,99,98,4,34,12,1,22,35,69,80,1
Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,24,1995,0.2,2,1,1,1,0,0,0,,0,4,2,50.0,1,1,2,0,0,0,0,1,3,0,0
Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,eng Premier League,24,1995,16.5,58,29,33,18,7,15,26,57.7,11,250,79,31.6,121,89,40,30,5,0,25,29,87,61,0
Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,de Bundesliga,23,1997,8.4,10,7,1,8,1,2,17,11.8,15,176,51,29.0,25,97,54,14,0,0,14,11,21,6,0
Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,27,1993,30.4,50,24,23,20,7,23,65,35.4,42,426,108,25.4,98,198,130,32,3,0,29,16,66,11,0
Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,de Bundesliga,18,2001,16.1,47,20,27,18,2,15,30,50.0,15,222,65,29.3,116,94,12,29,14,0,15,33,80,80,0
Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,de Bundesliga,18,2002,11.4,18,12,4,9,5,2,7,28.6,5,206,59,28.6,29,101,76,12,1,0,11,8,26,4,0
Sada Thioub\Sada-Thioub,sn SEN,FWMF,Angers,fr Ligue 1,25,1995,14.0,22,18,8,7,7,8,26,30.8,18,298,92,30.9,79,123,96,18,0,0,18,9,31,5,0
William Thomas Fish\William-Thomas-Fish,eng ENG,DF,Manchester Utd,eng Premier League,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,19,2001,10.8,23,8,11,4,8,6,13,46.2,7,194,59,30.4,75,80,39,28,3,0,25,16,39,26,0
Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,32,1988,33.6,61,38,45,15,1,15,44,34.1,29,339,116,34.2,244,88,7,50,25,0,25,46,107,206,1
Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,26,1993,29.2,48,35,16,21,11,10,58,17.2,48,709,213,30.0,108,367,234,41,4,0,37,28,76,6,0
Erik Thommy\Erik-Thommy,de GER,DFFW,Stuttgart,de Bundesliga,25,1994,3.5,4,0,0,3,1,1,4,25.0,3,57,13,22.8,16,22,19,6,0,0,6,7,11,5,0
Morten Thorsby\Morten-Thorsby,no NOR,MF,Sampdoria,it Serie A,24,1996,29.4,80,58,35,36,9,16,55,29.1,39,712,215,30.2,269,310,133,65,18,0,47,21,101,43,0
Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,22,1997,19.2,22,16,10,6,6,5,18,27.8,13,328,97,29.6,52,157,119,34,3,0,31,20,42,14,0
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,19,2001,16.6,36,22,8,21,7,8,26,30.8,18,247,78,31.6,75,128,44,23,7,0,16,10,46,27,0
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,sn SEN,MF,Metz,fr Ligue 1,21,1999,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,0,0,0,0
Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,23,1997,37.3,77,56,31,30,16,27,95,28.4,68,505,182,36.0,162,245,98,57,11,0,46,36,113,29,0
Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,23,1997,25.5,29,17,8,13,8,9,28,32.1,19,197,65,33.0,69,80,48,50,11,0,39,20,49,77,0
Steffen Tigges\Steffen-Tigges,de GER,FW,Dortmund,de Bundesliga,22,1998,0.6,4,3,0,1,3,2,3,66.7,1,23,6,26.1,3,12,8,3,0,0,3,0,4,1,0
Guus Til\Guus-Til,nl NED,FW,Freiburg,de Bundesliga,22,1997,1.4,4,1,2,1,1,2,4,50.0,2,38,9,23.7,8,11,19,2,0,0,2,1,5,2,0
David Timor\David-Timor,es ESP,MFDF,Getafe,es La Liga,30,1989,15.5,15,8,4,9,2,8,18,44.4,10,118,37,31.4,36,62,20,11,3,1,8,13,28,91,0
Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Nice,fr Ligue 1,20,1999,14.8,36,26,26,10,0,22,37,59.5,15,159,62,39.0,102,49,8,21,8,0,13,22,58,80,1
Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,fr Ligue 1,27,1992,31.2,16,9,4,5,7,6,35,17.1,29,329,83,25.2,67,135,127,27,3,0,24,26,42,14,0
Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,25,1994,8.7,17,12,3,13,1,8,25,32.0,17,154,38,24.7,32,87,35,17,1,0,16,3,20,10,0
Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,25,1994,16.6,28,16,22,4,2,14,34,41.2,20,235,71,30.2,107,81,47,30,7,0,23,17,45,34,0
Rafael Tolói\Rafael-Toloi,it ITA,DF,Atalanta,it Serie A,29,1990,28.2,57,33,23,29,5,17,43,39.5,26,336,131,39.0,126,163,47,44,6,0,38,38,95,79,1
Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,21,1998,30.2,43,29,28,11,4,17,30,56.7,13,346,123,35.5,174,135,37,59,18,0,41,51,94,145,0
James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,31,1989,6.1,6,4,4,2,0,5,6,83.3,1,39,11,28.2,30,9,0,8,3,0,5,5,11,52,0
Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,22,1997,0.5,3,2,1,2,0,2,2,100.0,0,3,1,33.3,3,0,0,4,3,0,1,1,4,8,0
Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Milan,it Serie A,22,1997,16.3,33,15,22,10,1,12,21,57.1,9,216,85,39.4,123,82,11,38,21,1,17,21,54,91,1
Sandro Tonali\Sandro-Tonali,it ITA,MF,Milan,it Serie A,20,2000,14.8,27,14,13,13,1,11,27,40.7,16,303,68,22.4,108,154,41,29,6,0,23,20,47,24,0
Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,30,1990,19.8,37,22,22,15,0,5,18,27.8,13,234,86,36.8,121,93,20,35,15,1,20,18,55,104,1
Toño\Tono,es ESP,DF,Levante,es La Liga,30,1989,8.1,7,5,5,2,0,4,10,40.0,6,77,25,32.5,42,23,12,11,1,0,10,8,15,17,0
Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,31,1989,21.6,31,13,20,10,1,10,24,41.7,14,163,53,32.5,95,60,8,41,16,0,25,51,82,142,2
Tyron Tormin\Tyron-Tormin,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19,2001,0.2,0,0,0,0,0,0,0,,0,7,1,14.3,1,3,3,0,0,0,0,0,0,0,0
Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Sampdoria,it Serie A,28,1992,1.9,1,1,0,0,1,0,2,0.0,2,28,5,17.9,2,17,9,5,1,0,4,1,2,1,0
Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,es La Liga,24,1996,5.8,8,6,2,4,2,0,4,0.0,4,75,18,24.0,26,37,12,11,3,0,8,7,15,7,0
Ferrán Torres\Ferran-Torres,es ESP,FWMF,Manchester City,eng Premier League,20,2000,14.5,15,8,6,6,3,7,22,31.8,15,217,66,30.4,37,93,87,17,1,0,16,7,22,6,0
Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,es La Liga,25,1994,15.6,36,26,13,18,5,17,47,36.2,30,307,92,30.0,67,173,67,28,2,0,26,16,52,5,0
Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,23,1997,33.0,17,10,7,8,2,5,15,33.3,10,155,58,37.4,99,47,9,49,26,1,23,30,47,144,3
Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,31,1989,21.0,14,8,5,6,3,6,26,23.1,20,226,52,23.0,47,115,64,15,0,0,15,20,34,19,0
Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,es La Liga,26,1994,17.2,31,21,7,20,4,17,36,47.2,19,217,79,36.4,65,116,36,23,8,0,15,29,60,58,0
Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,22,1997,10.8,13,7,11,1,1,4,11,36.4,7,116,32,27.6,71,35,10,17,2,0,15,20,33,70,4
Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,29,1991,0.5,0,0,0,0,0,0,0,,0,8,1,12.5,2,4,2,0,0,0,0,0,0,0,0
Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,26,1994,18.7,30,20,14,12,4,6,29,20.7,23,283,76,26.9,73,161,49,28,6,0,22,16,46,26,0
Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,24,1996,7.8,16,13,6,6,4,8,16,50.0,8,117,37,31.6,36,47,34,15,1,0,14,11,27,20,1
Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,23,1997,23.2,51,36,26,22,3,13,33,39.4,20,447,155,34.7,151,240,56,54,7,0,47,42,93,78,2
Andros Townsend\Andros-Townsend,eng ENG,MFFW,Crystal Palace,eng Premier League,29,1991,25.1,69,36,39,20,10,26,92,28.3,66,533,134,25.1,242,201,90,61,2,0,59,48,117,12,0
Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,eng Premier League,27,1993,24.8,56,32,37,14,5,31,54,57.4,23,272,93,34.2,130,102,40,45,16,2,29,40,96,65,1
Mattéo Tramoni\Matteo-Tramoni,fr FRA,FWMF,Cagliari,it Serie A,20,2000,0.8,2,2,1,0,1,0,1,0.0,1,38,12,31.6,16,13,9,9,0,0,9,1,3,0,0
Adama Traoré\Adama-Traore,es ESP,FW,Wolves,eng Premier League,24,1996,29.4,32,23,15,12,5,9,20,45.0,11,345,107,31.0,78,184,83,28,2,0,26,11,43,16,1
Amadou Traore\Amadou-Traore,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2002,3.4,7,4,2,3,2,2,11,18.2,9,74,17,23.0,26,29,19,12,0,0,12,1,8,2,0
Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,eng Premier League,24,1995,25.7,26,9,9,8,9,9,39,23.1,30,389,74,19.0,106,157,126,26,1,0,25,23,49,16,0
Boubacar Traoré\Boubacar-Traore,ml MLI,MF,Metz,fr Ligue 1,18,2001,0.6,3,2,2,1,0,1,1,100.0,0,11,3,27.3,1,5,5,0,0,0,0,1,4,0,0
Chaka Traorè\Chaka-Traore,ci CIV,DFFW,Parma,it Serie A,15,2004,0.2,0,0,0,0,0,0,0,,0,7,0,0.0,2,4,1,1,0,0,1,0,0,1,0
Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,28,1992,18.9,62,37,33,23,6,27,55,49.1,28,334,131,39.2,163,134,37,46,6,0,40,25,87,87,1
Cheick Traoré\Cheick-Traore,ml MLI,DF,Lens,fr Ligue 1,25,1995,0.4,2,1,1,1,0,2,3,66.7,1,6,1,16.7,3,3,0,2,0,0,2,2,4,3,0
Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,28,1992,33.3,74,44,29,36,9,27,74,36.5,47,391,137,35.0,150,159,82,61,4,0,57,61,135,66,1
Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,de Bundesliga,32,1988,1.1,2,1,1,1,0,1,3,33.3,2,22,8,36.4,5,10,7,2,0,0,2,0,2,0,0
Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,33,1986,33.3,48,33,30,15,3,17,35,48.6,18,314,112,35.7,208,90,16,43,17,0,26,42,90,148,1
Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30,1990,33.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,1,1,2,3
Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,27,1992,22.6,49,28,31,13,5,23,50,46.0,27,286,102,35.7,128,106,52,33,5,0,28,40,89,61,0
Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,eng Premier League,25,1994,13.0,32,18,13,12,7,11,38,28.9,27,304,67,22.0,91,119,94,27,1,0,26,11,43,16,0
Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,28,1991,28.1,59,35,30,23,6,16,73,21.9,57,594,136,22.9,206,278,110,38,3,0,35,15,74,21,0
Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,33,1987,28.6,58,33,40,14,4,22,50,44.0,28,331,108,32.6,164,126,41,46,9,0,37,58,116,92,0
Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,es La Liga,20,1999,7.8,7,4,1,4,2,1,6,16.7,5,121,26,21.5,23,52,46,3,1,0,2,4,11,2,0
Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Cagliari,it Serie A,21,1999,3.3,11,4,7,3,1,4,6,66.7,2,60,13,21.7,27,25,8,7,0,0,7,4,15,11,0
Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,29,1990,27.5,66,37,39,17,10,25,57,43.9,32,341,110,32.3,147,136,58,51,5,0,46,38,104,63,1
Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,25,1994,29.0,27,20,7,16,4,6,31,19.4,25,425,131,30.8,104,173,148,41,4,0,37,24,51,5,0
Alexis Trouillet\Alexis-Trouillet,fr FRA,MF,Nice,fr Ligue 1,19,2000,1.2,6,4,1,5,0,3,4,75.0,1,22,6,27.3,3,16,3,1,0,0,1,1,7,0,0
Adrien Truffert\Adrien-Truffert,fr FRA,DFMF,Rennes,fr Ligue 1,18,2001,21.7,39,22,17,14,8,12,30,40.0,18,309,89,28.8,111,119,79,47,5,0,42,18,57,52,2
Marvin Tshibuabua\Marvin-Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,0.5,1,0,1,0,0,0,0,,0,4,2,50.0,3,1,0,3,0,0,3,1,2,2,0
Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,Liverpool,eng Premier League,24,1996,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,2,2,0,0,0,0,0,0,0,0
Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,22,1997,4.5,10,5,5,4,1,6,8,75.0,2,58,16,27.6,36,19,3,14,7,0,7,4,14,19,1
Alessandro Tuia\Alessandro-Tuia,it ITA,DF,Benevento,it Serie A,30,1990,19.6,53,30,46,5,2,19,30,63.3,11,234,86,36.8,178,50,6,26,8,0,18,30,83,101,1
Ľubomír Tupta\Lubomir-Tupta,sk SVK,MF,Hellas Verona,it Serie A,22,1998,0.6,0,0,0,0,0,0,0,,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0
Tuta\Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21,1999,16.2,32,14,18,13,1,12,38,31.6,26,230,68,29.6,112,93,25,32,3,0,29,31,63,71,1
Iyenoma Udogie\Iyenoma-Udogie,it ITA,DFMF,Hellas Verona,it Serie A,17,2002,1.9,6,4,4,1,1,2,3,66.7,1,37,13,35.1,16,16,5,4,1,0,3,3,9,7,0
Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,24,1996,19.2,38,27,20,14,4,10,37,27.0,27,267,96,36.0,117,103,47,52,5,0,47,36,74,40,0
Naomichi Ueda\Naomichi-Ueda,jp JPN,DF,Nîmes,fr Ligue 1,25,1994,7.9,6,2,4,1,1,3,7,42.9,4,41,14,34.1,28,12,1,12,7,0,5,9,15,54,0
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,16,2004,0.7,2,2,0,2,0,1,2,50.0,1,20,7,35.0,10,10,0,1,0,0,1,1,3,0,0
Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,27,1992,27.8,6,3,4,2,0,4,28,14.3,24,352,97,27.6,40,174,138,20,4,0,16,11,17,14,0
Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,26,1993,7.2,8,5,4,4,0,3,5,60.0,2,64,23,35.9,22,39,3,12,6,0,6,12,20,27,0
Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,es La Liga,23,1997,14.6,10,7,2,6,2,1,10,10.0,9,321,73,22.7,22,168,131,18,1,0,17,3,13,13,0
Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,eng Premier League,23,1997,3.1,3,3,0,2,1,1,5,20.0,4,44,15,34.1,11,18,15,5,0,0,5,3,6,0,0
Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,21,1998,25.9,51,31,30,20,1,14,26,53.8,12,287,114,39.7,130,144,13,40,14,0,26,37,88,95,0
Kacper Urbanski\Kacper-Urbanski,pl POL,MF,Bologna,it Serie A,15,2004,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,28,1991,16.6,27,19,14,7,6,5,26,19.2,21,325,85,26.2,72,169,84,18,0,0,18,14,41,6,1
Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,31,1989,5.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,es La Liga,26,1994,1.3,2,1,1,0,1,0,3,0.0,3,18,6,33.3,6,7,5,2,0,0,2,3,5,3,1
Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Parma,it Serie A,21,1999,5.5,10,5,7,2,1,4,11,36.4,7,93,32,34.4,57,31,5,8,3,0,5,15,25,31,0
Antoine Valerio\Antoine-Valerio,fr FRA,MF,Nîmes,fr Ligue 1,20,1999,0.8,0,0,0,0,0,0,1,0.0,1,38,5,13.2,18,20,0,1,0,0,1,2,2,0,0
Borja Valero\Borja-Valero,es ESP,MFFW,Fiorentina,it Serie A,35,1985,5.5,12,7,7,5,0,3,12,25.0,9,121,30,24.8,44,59,18,4,1,0,3,7,19,1,0
Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,eng Premier League,21,1999,1.1,3,2,1,2,0,0,4,0.0,4,32,9,28.1,13,11,8,5,0,0,5,3,6,5,0
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,23,1997,15.0,17,8,11,6,0,6,21,28.6,15,148,42,28.4,79,63,6,35,12,1,23,10,27,86,0
Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,es La Liga,23,1997,10.6,20,9,6,8,6,6,19,31.6,13,269,54,20.1,60,122,87,12,1,0,11,6,26,3,0
Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,22,1998,14.8,27,19,9,9,9,8,29,27.6,21,257,69,26.8,56,121,80,19,3,0,16,22,49,8,0
Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,27,1993,30.2,25,12,17,7,1,12,21,57.1,9,182,58,31.9,96,75,11,42,20,0,22,36,61,146,0
Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,33,1987,31.6,15,8,3,5,7,3,15,20.0,12,295,79,26.8,14,102,179,16,5,0,11,8,23,29,0
Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,21,1998,17.9,23,13,8,13,2,4,21,19.0,17,267,89,33.3,68,123,76,39,3,0,36,28,51,20,1
Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,24,1996,0.4,0,0,0,0,0,0,1,0.0,1,4,2,50.0,3,1,0,0,0,0,0,0,0,3,0
Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,es La Liga,24,1996,6.8,8,1,2,6,0,3,6,50.0,3,50,12,24.0,22,27,1,4,1,0,3,13,21,34,0
Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,es La Liga,31,1989,1.8,4,3,0,2,2,1,6,16.7,5,36,11,30.6,9,20,7,3,1,0,2,0,4,3,0
Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,27,1993,6.2,15,12,8,5,2,3,10,30.0,7,108,29,26.9,61,33,14,21,1,0,20,11,26,18,0
Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,es La Liga,29,1991,20.5,66,43,35,21,10,14,40,35.0,26,394,128,32.5,143,168,83,35,2,0,33,15,81,27,0
Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,28,1991,3.1,3,1,0,1,2,2,6,33.3,4,51,10,19.6,20,20,11,8,1,0,7,4,7,2,0
Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,24,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18,2002,1.3,3,1,1,2,0,1,4,25.0,3,36,11,30.6,10,20,6,3,0,0,3,0,3,0,0
Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,24,1995,19.1,18,16,15,2,1,6,32,18.8,26,199,65,32.7,123,65,11,42,13,0,29,31,49,127,0
Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,34,1986,14.6,29,15,10,15,4,15,38,39.5,23,251,68,27.1,75,155,21,25,2,0,23,15,44,40,0
Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,eng Premier League,28,1992,25.3,77,41,47,22,8,33,63,52.4,30,312,92,29.5,141,122,49,35,4,0,31,35,112,84,0
Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,19,2000,18.9,38,29,15,18,5,10,41,24.4,31,331,91,27.5,104,183,44,31,6,0,25,16,54,19,0
Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,25,1995,19.5,30,18,16,9,5,12,30,40.0,18,209,60,28.7,80,86,43,32,5,1,27,16,46,23,0
Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24,1996,10.9,4,3,2,1,1,3,11,27.3,8,82,25,30.5,13,28,41,11,0,0,11,8,12,8,0
Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,28,1992,18.0,22,15,9,10,3,9,24,37.5,15,267,70,26.2,89,108,70,10,0,0,10,13,35,5,0
Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,es La Liga,31,1988,32.7,37,24,30,7,0,12,32,37.5,20,263,109,41.4,176,73,14,52,31,1,21,43,80,170,1
Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,27,1993,22.8,27,24,10,15,2,6,34,17.6,28,352,92,26.1,86,197,69,23,4,0,19,12,39,21,3
Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,it Serie A,19,2001,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,1,3,0,0,0,0,0,0,0,0
Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,27,1992,16.6,51,33,19,25,7,17,62,27.4,45,319,105,32.9,96,143,80,29,4,0,25,21,72,9,0
Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,it Serie A,26,1994,11.1,14,9,2,8,4,4,19,21.1,15,240,62,25.8,37,120,83,17,1,0,16,9,23,7,1
Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,27,1993,19.1,34,26,11,19,4,11,43,25.6,32,413,84,20.3,117,239,57,34,8,0,26,24,58,47,0
